"","X","KeySignatureConfidence","Tempo","TimeSignature","TimeSignatureConfidence","Title","Year","ArtistFamiliarity","Hotness","end_of_fade_in","key","Loudness","mode","mode_confidence","rank","hit"
"2009",2009,0.535,"124.718",4,0.885,"be near me",1985,0.642286289891,"0.467899593335",0.424,"5",-8.09,0,0.519,71,0
"2010",2010,0.961,"105.011",4,0.214,"hold the line",1979,0.565109872884,"0.412558196679",1.03,"4",-3.127,0,0.719,44,1
"2012",2012,0.835,"125.815",4,0,"candle in the wind",1988,0.493548687479,"0.354355582241",0,"0",-21.096,1,0.741,71,0
"2013",2013,0.109,"136.026",4,0.793,"time",1996,0.621285521901,"0.428994286922",0,"0",-5.927,0,0.3,50,0
"2014",2014,0.64,"124.879",4,0.651,"always on my mind",1988,0.739639847949,"0.483510462901",0.205,"7",-9.972,1,0.598,80,0
"2015",2015,0.359,"130.004",4,0,"something about you",1986,0.632803351917,"0.426320610592",0,"11",-6.993,1,0.334,37,1
"2016",2016,0.764,"106.913",4,0.683,"spanish harlem",1971,0.6805492949,"0.502711007401",3.274,"1",-14.551,1,0.644,49,1
"2017",2017,0.595,"148.067",4,0.62,"where does my heart beat now",1991,0.737437395434,"0.674344138853",0.189,"10",-10.144,1,0.715,37,1
"2018",2018,1,"114.001",4,0.639,"i heard it through the grapevine",1969,0.657606582955,"0.400175655041",0.978,"0",-14.199,1,0.905,88,0
"2019",2019,0.725,"117.695",4,0.717,"lead me on",1979,0.542356533235,"0.317306655706",2.322,"9",-11.414,1,0.681,24,1
"2020",2020,0.049,"90.174",4,0.397,"time after time",1998,0.609445057229,"0.343492525026",0.338,"5",-14.558,1,0.253,64,0
"2021",2021,0.95,"95.847",3,0.775,"funny face",1973,0.496043251827,"0.402627792927",0.357,"2",-9.864,1,0.794,83,0
"2022",2022,0.342,"139.941",7,0.432,"goodbye",2009,0.93391610637,"0.778673579184",0,"1",-8.899,0,0.61,96,0
"2023",2023,0.491,"163.5",4,1,"wonderful",2005,0.59780523177,"0.444840363937",0.061,"2",-6.63,1,0.633,94,0
"2025",2025,0.052,"154.089",4,0.554,"all night long",1999,0.82738354104,"0.553468020842",3.773,"1",-11.054,0,0.306,74,0
"2026",2026,0.538,"162.782",7,0.33,"runaway",1996,0.659476923354,"0.444038549011",0,"2",-2.946,1,0.503,84,0
"2027",2027,0,"93.968",4,0.948,"i love your smile",1992,0.632779577426,"0.486444693094",5.323,"8",-7.244,1,0.271,11,1
"2028",2028,0,"139.248",4,1,"thank you",2001,0.396327109216,"0.327012792699",0.252,"8",-7.875,1,0.111,8,1
"2029",2029,0.301,"98.643",4,0.765,"rain",1993,0.0819687383485,"0.374022696386",0.398,"2",-13.636,1,0.594,67,0
"2030",2030,0.715,"88.766",4,0.928,"any day now",1982,0.472252612521,"0.298316078272",10.768,"9",-12.71,1,0.693,83,0
"2031",2031,0.639,"127.972",4,0.184,"get it shawty",2007,0.802177330823,"0.521110247396",0.345,"10",-9.28,0,0.568,51,0
"2032",2032,0,"91.001",4,1,"yeah",2004,0,"0.410885004136",2.032,"1",-2.748,0,0.007,1,1
"2033",2033,0.019,"109.09",4,0.628,"tighten up",1968,0.835271500301,"0.7417239014",0.122,"11",-6.472,0,0.259,10,1
"2034",2034,0.123,"121.948",4,0.802,"spanish harlem",1971,0.623932409741,"0.478896105524",0.084,"11",-9.647,0,0.282,49,1
"2035",2035,1,"128.187",1,0,"summertime blues",1968,0.337213723726,"0.302539036036",0.287,"4",-7.908,1,0.72,56,0
"2036",2036,0,"136.859",1,0,"coming on strong",1966,0.556283730816,"0.431211011003",0,"3",-8.191,0,0.072,70,0
"2038",2038,0.028,"88.986",4,0.465,"one fine day",1980,0.599536501545,"0.398349517122",0,"1",-12.21,1,0.486,73,0
"2039",2039,0.407,"161.362",4,0,"runaway",1996,0.63193997144,"0.482030291796",0.2,"8",-5.723,0,0.239,84,0
"2040",2040,0.404,"125.673",3,0.922,"heaven",2004,0.354603067215,"0.0",5.648,"4",-22.384,0,0.493,37,1
"2041",2041,0.884,"91.999",3,1,"fly away",1999,0.550944460222,"0.347284348371",0,"0",-8.213,1,0.578,29,1
"2042",2042,0.384,"108.974",4,0.49,"believe",1999,0.656286161258,"0.47604395532",0,"8",-5.716,1,0.205,1,1
"2044",2044,0.078,"131.989",4,0.566,"everytime",2004,0.947327506635,"0.607257279581",2.276,"0",-6.044,0,0.46,83,0
"2045",2045,0.118,"99.957",4,1,"la bamba",1987,0.791465542177,"0.477889303916",0,"9",-3.325,0,0.312,11,1
"2046",2046,0.642,"165.114",3,0.968,"gangsta lean",1994,0.510243089044,"0.350749838708",2.386,"1",-21.077,1,0.524,39,1
"2047",2047,0.696,"123.072",4,0.555,"summertime",1991,0.556150083603,"0.382023587725",0,"7",-9.53,1,0.657,38,1
"2048",2048,0.386,"119.603",4,0.688,"knock on wood",1979,0.577228502778,"0.373552391014",0.299,"4",-10.192,1,0.398,22,1
"2049",2049,0.572,"129.101",4,0.852,"lean on me",1987,0.560032750216,"0.319892175897",0.514,"7",-7.818,0,0.585,29,1
"2050",2050,0.592,"122.941",4,0.045,"my love",2007,0.842636332287,"0.638150120351",0.067,"7",-5.329,1,0.621,26,1
"2051",2051,0.515,"98.14",4,0.648,"its a shame",1970,0.270255675128,"0.324642226401",0.276,"9",-3.768,1,0.535,76,0
"2053",2053,0.29,"119.036",4,0.636,"fire",1979,0.555247501553,"0.385661907676",0.218,"9",-2.718,0,0.312,15,1
"2054",2054,0.747,"106.987",4,0.952,"you are so beautiful",1975,0.796753671721,"0.583647053414",0.262,"5",-12.035,1,0.561,65,0
"2055",2055,0,"137.488",4,0.915,"no more",2000,0.805775487118,"0.511370534473",0,"10",-12.893,1,0.18,39,1
"2056",2056,0.235,"118.976",4,0.62,"bad boy",1986,0.645128004394,"0.461116412395",5.352,"9",-2.81,1,0.428,79,0
"2057",2057,0.377,"150.963",4,0.331,"i miss you",1995,0.59700320786,"0.39204142008",0.601,"9",-11.53,0,0.391,96,0
"2058",2058,0.514,"121.8",4,0.832,"state of shock",1984,0.740044219292,"0.521849850096",0.067,"8",-3.918,0,0.501,61,0
"2059",2059,0.215,"94.83",4,0.382,"linger",1994,0.830759465534,"0.577364124179",3.152,"7",-10.793,1,0.341,49,1
"2062",2062,0.502,"138.004",4,0.018,"heaven",2004,0.462293044437,"0.0",0,"10",-7.818,0,0.533,37,1
"2063",2063,0.323,"156.091",4,1,"your love",2010,0.732571744691,"0.45798167407",0.061,"6",-8.605,0,0.459,66,0
"2064",2064,0.041,"152.311",4,0.199,"promise",2007,0.709472620461,"0.451998594069",0.781,"8",-10.896,0,0.237,71,0
"2065",2065,0.594,"158.279",4,1,"all i have",2003,0.617870116344,"0.363668110245",0,"5",-5.008,0,0.436,15,1
"2066",2066,0.007,"119.397",4,1,"happy people",2004,0.678058573373,"0.524203446546",0.393,"4",-13.761,0,0.227,94,0
"2067",2067,0.346,"162.047",4,0,"shout",1985,0.595030671769,"0.418366007094",0.885,"11",-3.079,1,0.439,21,1
"2069",2069,0.566,"127.104",1,0,"liar",1971,0.397492164328,"0.34175429086",0.351,"4",-9.877,1,0.38,69,0
"2070",2070,0.799,"126.018",4,0.992,"shake it",2008,0.527666360479,"0.462130621452",1.042,"11",-6.927,0,0.627,32,1
"2071",2071,0.003,"100.083",4,1,"if",1993,0.568401717818,"0.376502000334",0.2,"10",-12.853,0,0.201,19,1
"2072",2072,0.847,"111.997",3,1,"switch",2005,0.521006652033,"0.427504699337",2.972,"6",-4.108,0,0.817,28,1
"2073",2073,0.243,"140.151",7,0.827,"second chance",2009,0.728551668513,"0.568667503862",6.031,"8",-5.675,1,0.452,26,1
"2074",2074,0.653,"132.218",4,0,"thank you",2001,0.793853881109,"0.472303991522",0,"4",-4.345,1,0.467,8,1
"2075",2075,0.686,"125.018",4,0.528,"another one bites the dust",1981,0.629919315958,"0.407451046932",3.019,"1",-8.25,0,0.684,65,0
"2076",2076,0.691,"164.414",4,0.984,"music",2001,0.659774285003,"0.396826832984",0,"1",-9.788,1,0.727,83,0
"2077",2077,0.016,"119.826",4,0.952,"the promise of a new day",1991,0.715753537549,"0.544211079605",1.116,"8",-8.312,0,0.169,41,1
"2078",2078,0.194,"125.864",4,0.422,"i believe",1995,0.595022324471,"0.371165023162",0.177,"7",-7.087,1,0.214,27,1
"2079",2079,0.632,"114.133",4,0.377,"light my fire",1968,0.629102177134,"0.466764176747",0.508,"7",-15.292,1,0.675,52,0
"2080",2080,0.317,"137.341",5,0.747,"you are so beautiful",1975,0.538712195328,"0.42594804717",0.287,"7",-10.36,1,0.494,65,0
"2081",2081,0.67,"104.916",4,0.663,"poor side of town",1966,0.459232068612,"0.290874800403",0.154,"11",-14.158,0,0.505,9,1
"2082",2082,0.554,"113.004",4,0.925,"forever",2010,0.822254314425,"0.565540690904",0.136,"8",-7.515,1,0.682,71,0
"2083",2083,0.559,"156.001",4,0.603,"how am i supposed to live without you",1990,0.525228856556,"0.391140971108",0.205,"11",-8.013,1,0.661,12,1
"2086",2086,0.331,"151.223",1,0,"hey baby",2002,0.421578366661,"0.0",0.302,"4",-4.34,1,0.387,32,1
"2087",2087,0.173,"215.889",4,0.824,"living for the city",1974,0.423746733721,"0.307250430626",0.154,"0",-5.97,1,0.358,45,1
"2088",2088,1,"94.965",4,0.881,"war",1970,0.597388864699,"0.425687679495",0.241,"2",-6.311,1,0.734,5,1
"2089",2089,0.314,"133.068",4,0.584,"shake your groove thing",1979,0.590363349472,"0.411618489413",0.154,"9",-5.939,1,0.285,31,1
"2090",2090,0.509,"148.956",5,0.512,"hold on",1995,0.807375032198,"0.593796863948",0.096,"11",-3.762,1,0.557,52,0
"2091",2091,0.912,"161.983",4,0.787,"stir it up",1973,0.50308053747,"0.340557929205",0,"9",-11.824,1,0.721,91,0
"2092",2092,0.509,"125.001",4,0,"tragedy",1979,0.660061382074,"0.387734429881",0.334,"11",-4.239,0,0.53,16,1
"2094",2094,0.763,"156.08",4,0.796,"here i am",1982,0.534437375468,"0.431546172419",4.47,"7",-6.412,1,0.506,80,0
"2095",2095,0.533,"113.236",4,0.569,"never gonna give you up",1988,0.754917645451,"0.507464243115",1.071,"1",-12.133,1,0.391,4,1
"2096",2096,0.444,"99.669",4,0.382,"kiss you all over",1978,0.587058039214,"0.366202309058",0.374,"0",-10.36,1,0.542,5,1
"2097",2097,0.44,"170.861",1,0,"the beat goes on",1967,0.56290161554,"0.367344844351",2.043,"1",-16.589,1,0.478,83,0
"2098",2098,0.757,"93.031",4,0.226,"woman",1981,0.443987739375,"0.0",0.286,"5",-4.482,1,0.744,21,1
"2099",2099,0.082,"96.758",3,0.763,"summertime",1991,0.378013152139,"0.339408486355",0.253,"9",-16.348,1,0.292,38,1
"2100",2100,0.131,"147.462",4,0,"my sharona",1979,0.64371001945,"0.426888980699",0.334,"0",-9.491,1,0.423,1,1
"2101",2101,0,"109.965",4,0.451,"in my house",1985,0.68029925522,"0.544801157817",0.427,"1",-4.759,1,0.01,63,0
"2102",2102,0.513,"100.828",4,1,"my heart will go on",1998,0.486788853338,"0.310347232063",0,"4",-13.469,1,0.612,13,1
"2103",2103,0.388,"127.931",4,0.405,"i try",2000,0.558410312767,"0.429534878756",0.409,"7",-4.779,0,0.453,26,1
"2104",2104,0.083,"130.026",4,1,"boogie down",1974,0.414771068009,"0.369056577576",0.067,"6",-9.962,1,0.368,30,1
"2105",2105,0.676,"114.19",4,0.58,"misery",2010,0.690080123787,"0.466775621926",4.946,"0",-8.216,1,0.682,62,0
"2106",2106,0.328,"160.023",3,1,"say goodbye",2006,0.503962919356,"0.380897412159",0.097,"1",-7.555,1,0.514,86,0
"2107",2107,0.256,"178.745",4,0.838,"popcorn",1972,0.24237459669,"0.0",6.339,"4",-10.741,0,0.347,28,1
"2108",2108,0.77,"93.253",5,0.323,"already gone",2010,0.63642364495,"0.44793548048",4.029,"6",-16.536,1,0.734,74,0
"2109",2109,0.257,"134.009",4,0.373,"fantasy",1996,0.325860092006,"0.272080970894",0,"2",-9.267,1,0.39,49,1
"2110",2110,0.049,"143.746",4,0.494,"with you",2008,0.759790754685,"0.565277134323",0.235,"8",-4.477,1,0.21,9,1
"2111",2111,0.688,"193.994",4,0,"rock and roll music",1976,0.502899323646,"0.36581382942",0.194,"7",-4.825,1,0.627,62,0
"2112",2112,0.582,"100.111",4,1,"one more chance",1995,0.755065646827,"0.536243668811",0,"7",-5.237,1,0.708,23,1
"2114",2114,0.118,"99.207",1,0,"say it",1998,0.316251606693,"0.24720866926",0.131,"7",-9.041,1,0.379,45,1
"2115",2115,0.869,"91.786",4,0.876,"sometimes",1999,0.464698978707,"0.354208224537",0.276,"11",-14.018,1,0.785,86,0
"2116",2116,0.162,"78.39",3,1,"goldfinger",1965,0.616638205688,"0.419380767958",3.483,"9",-14.207,0,0.284,51,0
"2117",2117,0.885,"192.011",4,0.888,"frozen",1998,0.661643145791,"0.492025942863",0.264,"2",-4.295,1,0.735,32,1
"2118",2118,1,"113.173",4,1,"all night long",1999,0.519895144684,"0.347376853978",0.229,"6",-5.652,0,0.805,74,0
"2119",2119,0.183,"114.349",4,1,"la bamba",1987,0.748320703067,"0.54586591707",0.184,"1",-7.379,1,0.357,11,1
"2120",2120,0.288,"81.338",3,1,"summer love",2007,0.596748943861,"0.396612783823",3.007,"6",-5.689,1,0.264,39,1
"2121",2121,0.392,"90.591",4,0.773,"weve only just begun",1970,0.595811746777,"0.387113765389",0.351,"6",-7.975,0,0.583,65,0
"2122",2122,0.053,"100.009",4,0.592,"copacabana",1978,0.384094826347,"0.0",0,"4",-11.228,0,0.228,74,0
"2123",2123,0.226,"81.043",4,0.631,"sos",2006,0.705491779875,"0.393457111376",0,"7",-7.778,0,0.362,19,1
"2124",2124,0.594,"87.794",3,1,"all my life",1998,0.286040599549,"0.111379075636",0.407,"5",-16.279,1,0.544,7,1
"2125",2125,0.673,"170.041",4,1,"butterfly",2001,0.637181283968,"0.44913995104",0.223,"4",-4.348,0,0.584,29,1
"2126",2126,0.257,"123.02",4,0.742,"wait for you",2007,0.508309382324,"0.323714618487",0.068,"8",-9.469,1,0.513,41,1
"2127",2127,0.479,"140.033",4,0.791,"america",1981,0.823548253022,"0.507115548752",0,"9",-7.132,1,0.514,62,0
"2129",2129,0.916,"122.945",4,1,"easy",1977,0.550892701615,"0.347461046567",0,"11",-22.048,0,0.681,33,1
"2131",2131,0.388,"156.319",1,1,"breathe",2000,0.712479066513,"0.546938075298",0,"9",-19.213,0,0.581,1,1
"2132",2132,0.704,"101.251",3,0.735,"too shy",1983,0.524545730184,"0.347565061496",0,"9",-8.806,1,0.472,50,0
"2134",2134,0.143,"147.117",4,0.281,"you and i",1983,0.496970465417,"0.360248517753",0,"10",-7.898,1,0.211,12,1
"2135",2135,0.504,"122.189",4,0.947,"this is it",1980,0.712735348386,"0.450385562903",0.154,"11",-11.732,1,0.435,28,1
"2136",2136,0.454,"160.737",4,0,"rude boy",2010,0.338133495792,"0.0",0,"4",-13.278,0,0.373,15,1
"2137",2137,0.208,"125.022",4,1,"desire",1988,0.598075570202,"0.460206114205",0,"2",-11.596,1,0.258,56,0
"2138",2138,0.24,"120.004",5,1,"in da club",2003,0.866535761941,"0.61307200448",1.028,"6",-3.345,0,0.063,1,1
"2140",2140,0,"117.939",4,1,"you",2007,0.583429172091,"0.450513049146",0,"1",-6.317,1,0.216,40,1
"2141",2141,0.18,"124.58",4,0,"a beautiful morning",1968,0.686720833772,"0.408091818588",1.03,"3",-13.456,1,0.425,35,1
"2142",2142,0.774,"120.675",4,1,"fiesta",2001,0.623988464702,"0.433013695523",0,"1",-10.671,0,0.579,45,1
"2143",2143,0.096,"169.28",4,0,"mockingbird",2005,0.871010615313,"0.879236744738",0.391,"2",-6.018,1,0.469,59,0
"2145",2145,0.487,"193.046",4,1,"revolution",1968,0.633106232337,"0.391316823157",0.328,"7",-6.504,1,0.431,78,0
"2146",2146,0.861,"129.517",4,0,"barracuda",1977,0.75521256301,"0.616308251376",0,"7",-5.032,1,0.649,53,0
"2147",2147,0.133,"91.598",4,0.666,"bye bye bye",2000,0.449403495644,"0.296190388426",0.258,"10",-12.602,1,0.602,21,1
"2148",2148,0.465,"121.947",1,0,"tender love",1986,0.49519636851,"0.384323853961",0,"9",-7.531,1,0.421,95,0
"2149",2149,0.769,"118.297",4,0.005,"sweetheart",1981,0.708436678094,"0.623970265514",0.34,"0",-12.485,1,0.456,50,0
"2150",2150,0.86,"128.113",3,0.144,"into the night",2008,0.375758391118,"0.0",0.062,"7",-5.518,1,0.728,98,0
"2151",2151,0.626,"130.047",4,0.961,"give it to me",2007,0.52495969562,"0.378389217726",0,"11",-5.227,0,0.472,21,1
"2152",2152,0.552,"130.947",4,0,"you turn me on",1965,0.697631341423,"0.454906291089",0.142,"0",-19.699,1,0.589,57,0
"2153",2153,0.715,"151.368",4,0.386,"crazy",2006,0.55804726457,"0.343638698759",2.055,"3",-5.948,1,0.612,7,1
"2154",2154,0.628,"122.655",5,0.221,"escape",2002,0.605413843844,"0.424134563498",0,"7",-7.949,1,0.512,57,0
"2155",2155,1,"127.824",4,0.528,"praying for time",1990,0.80310546991,"0.545730700114",2.624,"10",-12.865,1,0.744,51,0
"2156",2156,0.599,"93.314",3,0.841,"summertime",1991,0.418730406113,"0.315346926931",0,"0",-17.879,0,0.658,38,1
"2157",2157,0,"87.989",4,0.895,"finally",1992,0.439972781692,"0.0",0.107,"1",-7.186,1,0,20,1
"2158",2158,0.687,"121.979",4,0.792,"you should be dancing",1976,0.367823866223,"0.252231640083",0.334,"0",-15.55,1,0.559,31,1
"2159",2159,0.518,"106.976",3,0.749,"my cup runneth over",1967,0.375978176195,"0.290657620909",2.543,"0",-13.819,1,0.411,46,1
"2160",2160,0.472,"101.51",4,1,"billionaire",2010,0.852569497907,"0.701404765804",2.595,"5",-6.304,1,0.258,23,1
"2161",2161,0.484,"98.06",4,0.77,"say you will",1988,0.507139892746,"0.320250254656",0.369,"6",-10.235,1,0.485,73,0
"2163",2163,0.618,"166.777",1,0.237,"when a man loves a woman",1992,0.274613283356,"0.0",0.165,"0",-12.142,1,0.699,54,0
"2164",2164,0.7,"134.934",4,0.026,"victory",1998,0.609681245047,"0.380463669474",0,"2",-10.817,1,0.603,68,0
"2166",2166,0.562,"139.738",4,0,"lately",1999,0.827853769867,"0.517328583566",0.247,"2",-3.762,1,0.544,31,1
"2167",2167,0.696,"143.728",4,0,"renegade",1979,0.691744457552,"0.471398997844",0.764,"2",-22.329,1,0.716,67,0
"2168",2168,0.402,"66.497",3,0.876,"love",2006,0.565892742276,"0.408152752997",0.357,"9",-10.559,0,0.264,93,0
"2169",2169,0.2,"152.025",4,0.779,"careless whisper",1985,0.319704941886,"0.0",0.972,"2",-9.936,0,0.345,1,1
"2170",2170,0.596,"199.93",7,0.694,"hold on",1995,0.562112051443,"0.372158066459",0.276,"4",-11.526,0,0.418,52,0
"2171",2171,0.782,"105.658",4,0.209,"an innocent man",1984,0.817287674497,"0.562964890041",0,"0",-8.634,1,0.713,72,0
"2172",2172,0.294,"135.259",4,0.967,"karma",2005,0.560264677241,"0.417554803704",0.061,"5",-6.057,1,0.413,56,0
"2173",2173,0.74,"133.87",4,0.04,"only you",1996,0.650438086497,"0.433753844161",0.136,"7",-5.601,1,0.68,34,1
"2174",2174,0.075,"98.922",4,1,"you",2007,0.507973541022,"0.303245781928",0,"4",-10.959,0,0.27,40,1
"2175",2175,0.356,"120.181",3,0.244,"bubbly",2008,0.84719780222,"0.633140196023",0.525,"4",-12.851,1,0.524,21,1
"2176",2176,0.334,"90.014",4,1,"talk to me",1986,0.619800665141,"0.390524987369",0.432,"7",-8.65,0,0.541,57,0
"2177",2177,0.17,"127.965",4,0,"on fire",2004,0.337709442339,"0.339207206001",0.223,"10",-5.996,0,0.568,55,0
"2178",2178,0.296,"127.994",4,0.648,"love",2006,0.25014816965,"0.0",0,"5",-10.052,0,0.405,93,0
"2180",2180,0.506,"110.113",3,0.815,"another one bites the dust",1981,0.721708857163,"0.550192109623",0.2,"4",-11.532,0,0.64,65,0
"2181",2181,0,"152.002",4,0.881,"nikita",1986,0.55488017731,"0.440917125259",0,"7",-5.129,1,0.304,87,0
"2182",2182,0.176,"84.289",5,0.469,"dancing on the ceiling",1986,0.44583442805,"0.354507236427",0.275,"0",-14.91,1,0.446,39,1
"2183",2183,0.126,"86.679",5,0.463,"dreams",1994,0.507258203841,"0.245973154852",0.194,"10",-7.693,0,0.097,75,0
"2184",2184,0.787,"151.432",4,0.462,"tonight",1984,0.708368203707,"0.459809422463",0,"4",-4.857,0,0.624,90,0
"2186",2186,0.455,"119.968",3,0.763,"hold on",1995,0.59978630392,"0.387041390021",0.967,"0",-9.775,1,0.283,52,0
"2187",2187,0,"93.991",4,1,"damn",2004,0.72016664096,"0.44846065938",0,"1",-8.817,1,0.212,68,0
"2188",2188,0.503,"129.177",1,0,"angel",2003,0.753429746626,"0.445756060593",0.102,"3",-20.43,0,0.515,69,0
"2189",2189,0.194,"127.16",4,0,"far away",2007,0.629578511605,"0.554674152502",0.125,"9",-6.688,0,0.229,94,0
"2190",2190,0.508,"97.073",4,1,"top of the world",1974,0.702641042838,"0.497116595503",0.485,"1",-8.227,1,0.597,39,1
"2191",2191,0.481,"115.006",4,0.571,"one",1999,0.402867824695,"0.351528258019",0.102,"7",-12.154,1,0.629,70,0
"2192",2192,1,"85.982",4,0,"live and let die",1973,0.521815464626,"0.432231411512",3.117,"5",-4.982,0,0.93,56,0
"2193",2193,0.62,"124.025",5,1,"shadow dancing",1978,0.632379677045,"0.443197207912",0,"7",-10.413,1,0.657,1,1
"2194",2194,0.553,"150.076",5,0.562,"sweet dreams",2010,0.384746172527,"0.29067296293",0.237,"5",-16.586,1,0.477,86,0
"2195",2195,0.757,"188.737",4,0.818,"heaven",2004,0.702753913265,"0.427222367527",0,"10",-9.477,0,0.474,37,1
"2196",2196,0.592,"134.82",1,0.267,"talking in your sleep",1984,0.503439609286,"0.365815354744",0.304,"8",-10.19,1,0.618,19,1
"2197",2197,0.646,"127.98",4,0,"never",1986,0.495937863389,"0.367631100788",2.403,"0",-4.254,0,0.758,18,1
"2198",2198,0.803,"164.009",4,1,"i do",2002,0.556585408534,"0.385570935319",0,"6",-6.093,0,0.683,100,0
"2199",2199,0.692,"85.356",3,1,"in the end",2002,0.610115035005,"0.35286575248",0.392,"10",-14.352,0,0.7,7,1
"2200",2200,0.401,"178.203",4,0,"all i need",1985,0.397556127617,"0.315785871857",0.217,"10",-14.034,0,0.231,42,1
"2202",2202,0.111,"95.049",4,0.582,"music",2001,0.675731249918,"0.464871218079",0,"7",-7.978,0,0.375,83,0
"2203",2203,0.221,"152.879",4,0,"celebration",1981,0.677586316281,"0.41207469371",0.826,"9",-6.185,1,0.232,6,1
"2204",2204,0.082,"188.769",4,0,"love is blue",1968,0.378013152139,"0.339408486355",0.287,"9",-14.754,1,0.353,2,1
"2205",2205,0.799,"113.621",4,0.604,"sunshine",2004,0.398790502414,"0.20895155802",0.426,"4",-9.514,1,0.738,20,1
"2206",2206,0.524,"153.907",4,0.212,"fortunate",1999,0.633872572066,"0.353030987575",0.075,"1",-5.277,1,0.578,24,1
"2207",2207,0.474,"155.608",3,0.927,"tattoo",2008,0.555763677993,"0.349913382635",0.311,"3",-8.427,0,0.59,30,1
"2209",2209,0.206,"125.728",4,0.764,"alone",1987,0.618674885335,"0.228397357565",0,"2",-5.887,0,0.508,2,1
"2210",2210,0.135,"167.887",4,0.566,"woman",1981,0.517065933004,"0.369518643118",0.345,"3",-13.89,1,0.385,21,1
"2211",2211,0.843,"137.027",4,0,"young girl",1968,0.545232133166,"0.45556155947",0.206,"7",-4.643,1,0.64,15,1
"2212",2212,0.673,"137.817",1,0,"here i am",1982,0.384915001332,"0.281704491753",0.345,"2",-15.593,1,0.602,80,0
"2214",2214,0.547,"90.953",3,0.71,"cover me",1984,0.546727553963,"0.386180416079",0,"2",-9.983,1,0.575,67,0
"2215",2215,0.073,"86.311",4,0.694,"faith",1988,0.615481966388,"0.465500674519",0.462,"2",-17.182,1,0.565,1,1
"2216",2216,0.557,"96.906",4,1,"lean back",2004,0.621361910247,"0.39507381874",0.218,"1",-4.145,1,0.594,10,1
"2217",2217,0.322,"101.078",4,0,"war",1970,0.494600973497,"0.287131823537",0.258,"4",-6.758,1,0.417,5,1
"2218",2218,0.579,"119.402",4,0.227,"poison",1990,0.838924310507,"0.607792751463",2.566,"5",-7.705,1,0.586,4,1
"2219",2219,0.675,"94.52",4,1,"my love",2007,0.589183975958,"0.389362076455",0.166,"10",-14.85,0,0.758,26,1
"2220",2220,0.488,"100.452",4,0.796,"addicted",2008,0.584243108109,"0.369997654071",0.305,"8",-13.113,1,0.636,97,0
"2221",2221,0.208,"87.805",4,0.88,"time",1996,0.596177786209,"0.391806139045",0.218,"6",-7.268,1,0.515,50,0
"2222",2222,0.386,"140.034",4,0.335,"feelings",1975,0.642496671943,"0.429164397351",0.444,"1",-15.396,1,0.312,45,1
"2223",2223,0.362,"104.841",4,0,"invisible man",1997,0.784463860332,"0.46852572358",0,"11",-11.267,1,0.463,45,1
"2224",2224,0.381,"132.112",4,0.208,"let it whip",1982,0.585245505875,"0.401979404427",5.364,"0",-6.964,1,0.243,24,1
"2225",2225,0.872,"116.957",4,0.183,"third rate romance",1975,0.591495614852,"0.516156081934",0,"10",-8.018,1,0.706,97,0
"2227",2227,0.418,"122.764",7,0.958,"the way of love",1972,0.481180211778,"0.379495650569",6.467,"11",-10.947,0,0.493,62,0
"2228",2228,0.378,"140.212",4,0.57,"tender love",1986,0.664690938937,"0.429261029065",0.189,"8",-5.755,1,0.579,95,0
"2229",2229,0.582,"199.716",4,0,"smiling faces sometimes",1971,0.558004202306,"0.415402377304",0,"11",-12.839,0,0.567,14,1
"2230",2230,0.356,"109.46",4,0,"knock on wood",1979,0.53356719352,"0.413677649916",0,"4",-13.429,1,0.424,22,1
"2231",2231,0.131,"160.061",4,0.424,"fly away",1999,0.781564312273,"0.610060626117",0.276,"7",-4.831,0,0.423,29,1
"2232",2232,0.205,"126.788",4,0.809,"lose control",2005,0.453232880812,"0.269527529268",0,"9",-8.98,1,0.416,14,1
"2233",2233,0.722,"120.949",4,0,"all i want",1992,0.386141126192,"0.315591255956",0,"11",-9.041,1,0.524,53,0
"2234",2234,0.15,"151.017",4,0.558,"wait",1988,0.707588355144,"0.485348697427",0,"6",-7.248,0,0.389,99,0
"2235",2235,0.76,"124.069",4,0.066,"little willy",1973,0.765116846998,"0.578443629044",0.549,"3",-2.28,0,0.637,18,1
"2236",2236,0.211,"106.826",4,0.856,"something to believe in",1991,0.839297677568,"0.776303263519",2.159,"4",-6.412,0,0.363,78,0
"2237",2237,0.183,"91.707",4,0,"alone",1987,0.590959002053,"0.356984153626",0,"1",-13.836,1,0.534,2,1
"2238",2238,0.155,"132.965",4,0.151,"rise",1980,0.80368429958,"0.488099437934",0.229,"2",-2.036,1,0.566,54,0
"2239",2239,0.597,"150.222",4,0.212,"why",2004,0.696019663318,"0.439351680063",0.229,"0",-7.559,0,0.629,62,0
"2240",2240,0.814,"82.556",4,0,"i know",1995,0.414265687757,"0.281589272576",0.479,"2",-15.961,1,0.648,11,1
"2241",2241,0.717,"109.564",4,1,"because of you",2007,0.54842764308,"0.38385137459",0.723,"0",-9.792,1,0.274,57,0
"2242",2242,0.43,"125.955",4,0.886,"music",2001,0.608589478611,"0.43936063453",0.27,"11",-6.215,0,0.321,83,0
"2243",2243,0.19,"136.04",4,0.406,"never again",2007,0.686812987091,"0.684478823309",0,"0",-7.308,1,0.243,70,0
